auth	oauth_authorizations	oauth_authorizations_authorization_code_length	CHECK (char_length(authorization_code) <= 255)
auth	oauth_authorizations	oauth_authorizations_code_challenge_length	CHECK (char_length(code_challenge) <= 128)
auth	oauth_authorizations	oauth_authorizations_expires_at_future	CHECK (expires_at > created_at)
auth	oauth_authorizations	oauth_authorizations_redirect_uri_length	CHECK (char_length(redirect_uri) <= 2048)
auth	oauth_authorizations	oauth_authorizations_resource_length	CHECK (char_length(resource) <= 2048)
auth	oauth_authorizations	oauth_authorizations_scope_length	CHECK (char_length(scope) <= 4096)
auth	oauth_authorizations	oauth_authorizations_state_length	CHECK (char_length(state) <= 4096)
auth	oauth_clients	oauth_clients_client_name_length	CHECK (char_length(client_name) <= 1024)
auth	oauth_clients	oauth_clients_client_uri_length	CHECK (char_length(client_uri) <= 2048)
auth	oauth_clients	oauth_clients_logo_uri_length	CHECK (char_length(logo_uri) <= 2048)
auth	oauth_consents	oauth_consents_revoked_after_granted	CHECK (revoked_at IS NULL OR revoked_at >= granted_at)
auth	oauth_consents	oauth_consents_scopes_length	CHECK (char_length(scopes) <= 2048)
auth	oauth_consents	oauth_consents_scopes_not_empty	CHECK (char_length(TRIM(BOTH FROM scopes)) > 0)
auth	one_time_tokens	one_time_tokens_token_hash_check	CHECK (char_length(token_hash) > 0)
auth	saml_providers	entity_id not empty	CHECK (char_length(entity_id) > 0)
auth	saml_providers	metadata_url not empty	CHECK (metadata_url = NULL::text OR char_length(metadata_url) > 0)
auth	saml_providers	metadata_xml not empty	CHECK (char_length(metadata_xml) > 0)
auth	saml_relay_states	request_id not empty	CHECK (char_length(request_id) > 0)
auth	sso_domains	domain not empty	CHECK (char_length(domain) > 0)
auth	sso_providers	resource_id not empty	CHECK (resource_id = NULL::text OR char_length(resource_id) > 0)
auth	users	users_email_change_confirm_status_check	CHECK (email_change_confirm_status >= 0 AND email_change_confirm_status <= 2)
public	fusions	ck_fusions_tag_pos	CHECK (tag_pos IS NULL OR (tag_pos = ANY (ARRAY['N'::text, 'C'::text])))
public	plate_formats	plate_formats_n_cols_check	CHECK (n_cols > 0)
public	plate_formats	plate_formats_n_rows_check	CHECK (n_rows > 0)
