_realtime	extensions	extensions_tenant_external_id_index	CREATE INDEX extensions_tenant_external_id_index ON _realtime.extensions USING btree (tenant_external_id)
_realtime	extensions	extensions_tenant_external_id_type_index	CREATE UNIQUE INDEX extensions_tenant_external_id_type_index ON _realtime.extensions USING btree (tenant_external_id, type)
_realtime	tenants	tenants_external_id_index	CREATE UNIQUE INDEX tenants_external_id_index ON _realtime.tenants USING btree (external_id)
auth	audit_log_entries	audit_logs_instance_id_idx	CREATE INDEX audit_logs_instance_id_idx ON auth.audit_log_entries USING btree (instance_id)
auth	flow_state	flow_state_created_at_idx	CREATE INDEX flow_state_created_at_idx ON auth.flow_state USING btree (created_at DESC)
auth	flow_state	idx_auth_code	CREATE INDEX idx_auth_code ON auth.flow_state USING btree (auth_code)
auth	flow_state	idx_user_id_auth_method	CREATE INDEX idx_user_id_auth_method ON auth.flow_state USING btree (user_id, authentication_method)
auth	identities	identities_email_idx	CREATE INDEX identities_email_idx ON auth.identities USING btree (email text_pattern_ops)
auth	identities	identities_provider_id_provider_unique	CREATE UNIQUE INDEX identities_provider_id_provider_unique ON auth.identities USING btree (provider_id, provider)
auth	identities	identities_user_id_idx	CREATE INDEX identities_user_id_idx ON auth.identities USING btree (user_id)
auth	mfa_amr_claims	mfa_amr_claims_session_id_authentication_method_pkey	CREATE UNIQUE INDEX mfa_amr_claims_session_id_authentication_method_pkey ON auth.mfa_amr_claims USING btree (session_id, authentication_method)
auth	mfa_challenges	mfa_challenge_created_at_idx	CREATE INDEX mfa_challenge_created_at_idx ON auth.mfa_challenges USING btree (created_at DESC)
auth	mfa_factors	factor_id_created_at_idx	CREATE INDEX factor_id_created_at_idx ON auth.mfa_factors USING btree (user_id, created_at)
auth	mfa_factors	mfa_factors_last_challenged_at_key	CREATE UNIQUE INDEX mfa_factors_last_challenged_at_key ON auth.mfa_factors USING btree (last_challenged_at)
auth	mfa_factors	mfa_factors_user_friendly_name_unique	CREATE UNIQUE INDEX mfa_factors_user_friendly_name_unique ON auth.mfa_factors USING btree (friendly_name, user_id) WHERE (TRIM(BOTH FROM friendly_name) <> ''::text)
auth	mfa_factors	mfa_factors_user_id_idx	CREATE INDEX mfa_factors_user_id_idx ON auth.mfa_factors USING btree (user_id)
auth	mfa_factors	unique_phone_factor_per_user	CREATE UNIQUE INDEX unique_phone_factor_per_user ON auth.mfa_factors USING btree (user_id, phone)
auth	oauth_authorizations	oauth_auth_pending_exp_idx	CREATE INDEX oauth_auth_pending_exp_idx ON auth.oauth_authorizations USING btree (expires_at) WHERE (status = 'pending'::auth.oauth_authorization_status)
auth	oauth_authorizations	oauth_authorizations_authorization_code_key	CREATE UNIQUE INDEX oauth_authorizations_authorization_code_key ON auth.oauth_authorizations USING btree (authorization_code)
auth	oauth_authorizations	oauth_authorizations_authorization_id_key	CREATE UNIQUE INDEX oauth_authorizations_authorization_id_key ON auth.oauth_authorizations USING btree (authorization_id)
auth	oauth_clients	oauth_clients_deleted_at_idx	CREATE INDEX oauth_clients_deleted_at_idx ON auth.oauth_clients USING btree (deleted_at)
auth	oauth_consents	oauth_consents_active_client_idx	CREATE INDEX oauth_consents_active_client_idx ON auth.oauth_consents USING btree (client_id) WHERE (revoked_at IS NULL)
auth	oauth_consents	oauth_consents_active_user_client_idx	CREATE INDEX oauth_consents_active_user_client_idx ON auth.oauth_consents USING btree (user_id, client_id) WHERE (revoked_at IS NULL)
auth	oauth_consents	oauth_consents_user_client_unique	CREATE UNIQUE INDEX oauth_consents_user_client_unique ON auth.oauth_consents USING btree (user_id, client_id)
auth	oauth_consents	oauth_consents_user_order_idx	CREATE INDEX oauth_consents_user_order_idx ON auth.oauth_consents USING btree (user_id, granted_at DESC)
auth	one_time_tokens	one_time_tokens_relates_to_hash_idx	CREATE INDEX one_time_tokens_relates_to_hash_idx ON auth.one_time_tokens USING hash (relates_to)
auth	one_time_tokens	one_time_tokens_token_hash_hash_idx	CREATE INDEX one_time_tokens_token_hash_hash_idx ON auth.one_time_tokens USING hash (token_hash)
auth	one_time_tokens	one_time_tokens_user_id_token_type_key	CREATE UNIQUE INDEX one_time_tokens_user_id_token_type_key ON auth.one_time_tokens USING btree (user_id, token_type)
auth	refresh_tokens	refresh_tokens_instance_id_idx	CREATE INDEX refresh_tokens_instance_id_idx ON auth.refresh_tokens USING btree (instance_id)
auth	refresh_tokens	refresh_tokens_instance_id_user_id_idx	CREATE INDEX refresh_tokens_instance_id_user_id_idx ON auth.refresh_tokens USING btree (instance_id, user_id)
auth	refresh_tokens	refresh_tokens_parent_idx	CREATE INDEX refresh_tokens_parent_idx ON auth.refresh_tokens USING btree (parent)
auth	refresh_tokens	refresh_tokens_session_id_revoked_idx	CREATE INDEX refresh_tokens_session_id_revoked_idx ON auth.refresh_tokens USING btree (session_id, revoked)
auth	refresh_tokens	refresh_tokens_token_unique	CREATE UNIQUE INDEX refresh_tokens_token_unique ON auth.refresh_tokens USING btree (token)
auth	refresh_tokens	refresh_tokens_updated_at_idx	CREATE INDEX refresh_tokens_updated_at_idx ON auth.refresh_tokens USING btree (updated_at DESC)
auth	saml_providers	saml_providers_entity_id_key	CREATE UNIQUE INDEX saml_providers_entity_id_key ON auth.saml_providers USING btree (entity_id)
auth	saml_providers	saml_providers_sso_provider_id_idx	CREATE INDEX saml_providers_sso_provider_id_idx ON auth.saml_providers USING btree (sso_provider_id)
auth	saml_relay_states	saml_relay_states_created_at_idx	CREATE INDEX saml_relay_states_created_at_idx ON auth.saml_relay_states USING btree (created_at DESC)
auth	saml_relay_states	saml_relay_states_for_email_idx	CREATE INDEX saml_relay_states_for_email_idx ON auth.saml_relay_states USING btree (for_email)
auth	saml_relay_states	saml_relay_states_sso_provider_id_idx	CREATE INDEX saml_relay_states_sso_provider_id_idx ON auth.saml_relay_states USING btree (sso_provider_id)
auth	sessions	sessions_not_after_idx	CREATE INDEX sessions_not_after_idx ON auth.sessions USING btree (not_after DESC)
auth	sessions	sessions_oauth_client_id_idx	CREATE INDEX sessions_oauth_client_id_idx ON auth.sessions USING btree (oauth_client_id)
auth	sessions	sessions_user_id_idx	CREATE INDEX sessions_user_id_idx ON auth.sessions USING btree (user_id)
auth	sessions	user_id_created_at_idx	CREATE INDEX user_id_created_at_idx ON auth.sessions USING btree (user_id, created_at)
auth	sso_domains	sso_domains_domain_idx	CREATE UNIQUE INDEX sso_domains_domain_idx ON auth.sso_domains USING btree (lower(domain))
auth	sso_domains	sso_domains_sso_provider_id_idx	CREATE INDEX sso_domains_sso_provider_id_idx ON auth.sso_domains USING btree (sso_provider_id)
auth	sso_providers	sso_providers_resource_id_idx	CREATE UNIQUE INDEX sso_providers_resource_id_idx ON auth.sso_providers USING btree (lower(resource_id))
auth	sso_providers	sso_providers_resource_id_pattern_idx	CREATE INDEX sso_providers_resource_id_pattern_idx ON auth.sso_providers USING btree (resource_id text_pattern_ops)
auth	users	confirmation_token_idx	CREATE UNIQUE INDEX confirmation_token_idx ON auth.users USING btree (confirmation_token) WHERE ((confirmation_token)::text !~ '^[0-9 ]*$'::text)
auth	users	email_change_token_current_idx	CREATE UNIQUE INDEX email_change_token_current_idx ON auth.users USING btree (email_change_token_current) WHERE ((email_change_token_current)::text !~ '^[0-9 ]*$'::text)
auth	users	email_change_token_new_idx	CREATE UNIQUE INDEX email_change_token_new_idx ON auth.users USING btree (email_change_token_new) WHERE ((email_change_token_new)::text !~ '^[0-9 ]*$'::text)
auth	users	reauthentication_token_idx	CREATE UNIQUE INDEX reauthentication_token_idx ON auth.users USING btree (reauthentication_token) WHERE ((reauthentication_token)::text !~ '^[0-9 ]*$'::text)
auth	users	recovery_token_idx	CREATE UNIQUE INDEX recovery_token_idx ON auth.users USING btree (recovery_token) WHERE ((recovery_token)::text !~ '^[0-9 ]*$'::text)
auth	users	users_email_partial_key	CREATE UNIQUE INDEX users_email_partial_key ON auth.users USING btree (email) WHERE (is_sso_user = false)
auth	users	users_instance_id_email_idx	CREATE INDEX users_instance_id_email_idx ON auth.users USING btree (instance_id, lower((email)::text))
auth	users	users_instance_id_idx	CREATE INDEX users_instance_id_idx ON auth.users USING btree (instance_id)
auth	users	users_is_anonymous_idx	CREATE INDEX users_is_anonymous_idx ON auth.users USING btree (is_anonymous)
auth	users	users_phone_key	CREATE UNIQUE INDEX users_phone_key ON auth.users USING btree (phone)
